session_id,user_id,channel_id,channel_name,show_name,genre,timestamp,duration_minutes,region,subscription_type,device,platform,is_live,ads_watched,ad_revenue,engagement_score,buffer_count,completion_percentage
SID162541,U31991,CH050,News18 Tamil Nadu,Show_180,Entertainment,2025-07-28 20:57:15,163,North,Premium,Tablet,Roku,False,3,549.33,0.76,1,98.59
SID451202,U35740,CH044,Zee Marathi,Show_9,Sports,2025-07-26 17:52:59,156,East,Premium,Tablet,iOS,True,1,145.38,0.37,2,82.67
SID331175,U50876,CH035,KTV,Show_195,Movies,2025-07-28 00:45:23,8,Northeast,Basic,Laptop,FireTV,True,0,0.0,0.82,2,26.8
SID412035,U42864,CH012,Star Sports 2,Show_3,Entertainment,2025-07-26 06:13:52,7,West,Free,Mobile,Roku,False,4,113.37,0.26,2,49.24
SID768764,U47093,CH049,News18 Kerala,Show_14,Music,2025-07-28 04:28:07,154,East,Premium,Tablet,Roku,True,1,42.08,0.93,1,92.07
SID582762,U43505,CH047,DD Sahyadri,Show_155,Kids,2025-07-25 04:16:20,92,West,Basic,Smart TV,Web,False,2,96.18,0.34,3,26.62
SID912891,U55048,CH048,DD Bangla,Show_149,News,2025-07-25 14:20:45,36,South,Premium,Tablet,Roku,False,3,236.16,0.88,3,39.52
SID649494,U46568,CH021,Aaj Tak,Show_80,News,2025-07-29 08:43:20,70,Central,Premium,Tablet,iOS,True,2,261.2,0.41,1,92.03
SID798911,U32846,CH050,News18 Tamil Nadu,Show_188,Kids,2025-07-31 14:47:59,106,Northeast,Premium,Laptop,Web,False,5,330.69,0.89,1,86.77
SID795399,U22186,CH044,Zee Marathi,Show_113,Movies,2025-07-25 23:24:32,90,Pan-India,Free,Mobile,FireTV,True,1,115.36,0.6,2,38.8
SID424469,U31682,CH041,Surya TV,Show_169,Kids,2025-07-29 11:59:13,15,West,Premium,Tablet,Roku,False,0,0.0,0.61,3,20.01
SID534109,U25569,CH019,DD Sports,Show_165,Sports,2025-07-25 12:01:38,164,East,Basic,Mobile,Roku,True,0,0.0,0.24,0,74.84
SID945981,U10514,CH018,Sony Sports Ten 3,Show_93,Music,2025-07-31 00:56:00,56,Central,Basic,Mobile,iOS,True,2,280.06,0.58,0,31.46
SID500452,U55522,CH010,DD National,Show_158,Movies,2025-07-27 21:43:58,130,Central,Premium,Laptop,Web,False,5,988.68,0.81,0,31.97
SID926113,U31697,CH022,ABP News,Show_185,News,2025-07-30 10:57:44,161,South,Free,Mobile,Roku,False,1,103.32,0.98,1,59.62
SID517698,U36718,CH016,Sony Sports Ten 1,Show_115,Sports,2025-07-29 19:07:18,176,Northeast,Basic,Laptop,Android,True,4,463.69,0.47,1,55.8
SID469847,U32830,CH021,Aaj Tak,Show_33,News,2025-07-25 07:52:02,109,East,Free,Smart TV,FireTV,True,2,197.2,0.74,3,40.1
SID423353,U49179,CH030,India Today,Show_118,Movies,2025-07-27 06:04:51,91,East,Basic,Laptop,iOS,False,4,561.41,0.66,0,33.99
SID105282,U26755,CH010,DD National,Show_12,Sports,2025-07-25 04:04:11,12,Northeast,Free,Laptop,FireTV,True,5,183.6,0.65,3,78.34
SID348948,U22792,CH042,Zee Kannada,Show_45,Movies,2025-07-25 16:00:23,13,Northeast,Premium,Tablet,Android,False,3,388.91,0.28,0,63.77
SID126001,U56689,CH009,Colors Rishtey,Show_126,Entertainment,2025-07-31 13:15:44,107,Northeast,Free,Mobile,FireTV,False,4,443.58,0.73,1,26.05
SID714760,U49449,CH021,Aaj Tak,Show_174,News,2025-07-25 22:20:05,105,North,Premium,Smart TV,Android,False,2,110.61,0.83,0,31.71
SID622506,U12578,CH036,Star Maa,Show_190,Sports,2025-07-30 12:44:44,5,South,Premium,Mobile,iOS,False,4,461.49,0.64,3,39.65
SID807875,U51170,CH008,Zee Anmol,Show_96,Movies,2025-07-29 03:37:28,42,Northeast,Basic,Smart TV,Android,False,3,414.99,0.75,0,38.95
SID192696,U30146,CH010,DD National,Show_188,Movies,2025-07-30 18:42:37,49,East,Basic,Mobile,Android,True,5,232.21,0.87,1,83.75
SID102250,U33161,CH049,News18 Kerala,Show_160,Entertainment,2025-07-30 03:43:58,30,South,Basic,Tablet,Roku,True,4,354.64,0.71,3,52.33
SID219968,U18900,CH043,Colors Kannada,Show_103,Music,2025-07-31 12:40:43,32,Central,Free,Smart TV,Android,True,1,63.16,0.24,3,48.59
SID908710,U12828,CH036,Star Maa,Show_117,Kids,2025-07-25 01:17:43,137,Pan-India,Premium,Smart TV,FireTV,True,1,66.26,0.7,0,54.23
SID630519,U44619,CH034,Zee Tamil,Show_41,Music,2025-07-25 23:56:28,53,Central,Premium,Smart TV,FireTV,True,0,0.0,0.85,2,75.48
SID713600,U27842,CH033,Colors Tamil,Show_131,Music,2025-07-28 17:24:01,139,North,Premium,Mobile,iOS,True,4,344.74,0.3,2,33.11
SID592992,U58782,CH026,Times Now,Show_154,News,2025-07-30 12:32:04,33,South,Basic,Mobile,Web,False,3,467.42,0.91,3,38.01
SID871373,U20092,CH015,Star Sports Select 2,Show_138,Sports,2025-07-25 10:38:33,72,East,Premium,Tablet,Android,True,0,0.0,0.23,2,50.92
SID562983,U43261,CH041,Surya TV,Show_65,Kids,2025-07-25 08:50:05,31,Central,Basic,Laptop,Roku,False,0,0.0,0.68,0,57.34
SID874338,U39534,CH031,Sun TV,Show_120,Entertainment,2025-07-31 02:39:59,36,Pan-India,Premium,Smart TV,Android,True,3,185.17,0.66,1,57.7
SID530082,U53553,CH024,News18 India,Show_165,News,2025-07-30 08:03:17,101,Pan-India,Free,Tablet,Web,True,4,348.48,0.67,0,21.99
SID655911,U41627,CH050,News18 Tamil Nadu,Show_156,Kids,2025-07-28 02:50:02,53,Northeast,Basic,Smart TV,Android,False,1,96.39,0.35,2,30.73
SID891939,U22930,CH041,Surya TV,Show_22,Music,2025-07-26 14:56:21,156,East,Basic,Smart TV,FireTV,False,4,130.69,0.45,2,51.91
SID314421,U27729,CH050,News18 Tamil Nadu,Show_52,News,2025-07-30 17:55:26,82,North,Basic,Laptop,iOS,True,4,218.71,0.93,1,65.29
SID143543,U57356,CH002,Colors TV,Show_136,Entertainment,2025-07-30 23:20:51,104,Pan-India,Free,Tablet,Android,False,2,133.22,0.9,3,56.52
SID395646,U26212,CH015,Star Sports Select 2,Show_187,Sports,2025-07-30 06:26:19,58,East,Free,Mobile,Android,True,1,41.3,0.27,3,71.09
SID823112,U50576,CH040,Asianet,Show_1,Entertainment,2025-07-26 07:56:21,99,Northeast,Premium,Laptop,FireTV,True,0,0.0,0.59,0,93.6
SID990671,U37619,CH041,Surya TV,Show_123,News,2025-07-27 02:52:00,36,South,Premium,Mobile,Web,False,3,495.36,0.44,3,50.9
SID450156,U59800,CH033,Colors Tamil,Show_23,News,2025-07-29 04:30:38,109,East,Premium,Smart TV,FireTV,True,1,186.09,0.95,2,45.0
SID260929,U54522,CH027,CNN-News18,Show_68,News,2025-07-29 05:16:32,143,North,Premium,Smart TV,FireTV,False,1,21.36,0.74,3,44.54
SID898212,U54987,CH045,Zee Bangla,Show_126,Entertainment,2025-07-31 12:04:25,62,Northeast,Free,Tablet,Android,False,4,558.11,0.25,3,55.19
SID404543,U16467,CH006,Sony SAB,Show_181,News,2025-07-29 13:51:15,40,Central,Basic,Tablet,Roku,False,2,32.13,0.6,2,62.81
SID436925,U13637,CH011,Star Sports 1,Show_192,Sports,2025-07-30 13:29:46,18,North,Premium,Mobile,FireTV,True,5,178.53,0.55,2,92.43
SID883742,U55853,CH039,Gemini TV,Show_170,Sports,2025-07-29 09:43:11,160,East,Basic,Laptop,Roku,False,3,457.81,0.42,3,62.96
SID245026,U24475,CH004,Zee TV,Show_181,Entertainment,2025-07-27 01:17:04,67,East,Free,Smart TV,FireTV,False,0,0.0,0.27,0,27.69
SID347942,U24691,CH020,Eurosport India,Show_141,News,2025-07-27 04:55:05,16,South,Free,Mobile,Roku,True,3,556.42,0.9,3,96.22
SID691643,U35160,CH024,News18 India,Show_124,Sports,2025-07-27 16:39:22,100,Central,Free,Tablet,Web,True,1,27.25,0.32,1,71.23
SID189553,U32120,CH033,Colors Tamil,Show_119,Movies,2025-07-26 09:36:21,89,West,Free,Laptop,iOS,True,3,382.6,0.67,1,23.62
SID166328,U34136,CH042,Zee Kannada,Show_3,Sports,2025-07-29 13:02:26,178,South,Free,Mobile,Android,True,0,0.0,0.38,1,37.1
SID613581,U30588,CH031,Sun TV,Show_7,Entertainment,2025-07-28 17:40:06,133,East,Free,Smart TV,Web,True,2,208.79,0.56,0,27.83
SID835812,U47093,CH022,ABP News,Show_20,News,2025-07-28 12:25:03,100,West,Free,Tablet,FireTV,False,5,86.27,0.42,2,54.05
SID888472,U46412,CH017,Sony Sports Ten 2,Show_121,Kids,2025-07-29 01:57:06,120,Northeast,Premium,Laptop,Web,True,0,0.0,0.24,2,96.72
SID534119,U44068,CH008,Zee Anmol,Show_48,Music,2025-07-27 10:13:37,85,Northeast,Basic,Mobile,Web,True,4,518.17,0.78,3,28.0
SID133480,U18518,CH006,Sony SAB,Show_64,News,2025-07-30 18:11:54,160,East,Premium,Laptop,Roku,True,3,316.22,0.93,3,56.65
SID879225,U41008,CH016,Sony Sports Ten 1,Show_78,Sports,2025-07-27 20:22:24,61,Northeast,Premium,Laptop,Roku,False,2,103.76,0.51,0,94.69
SID207072,U12846,CH035,KTV,Show_50,Movies,2025-07-25 07:24:47,61,Central,Free,Smart TV,iOS,True,1,37.2,0.55,1,59.43
SID738522,U35841,CH022,ABP News,Show_41,News,2025-07-30 00:50:12,150,Northeast,Basic,Mobile,FireTV,False,2,356.43,0.85,3,45.41
SID356355,U53076,CH050,News18 Tamil Nadu,Show_148,Music,2025-07-28 21:55:19,144,Pan-India,Free,Laptop,Roku,True,1,197.57,0.97,1,46.84
SID850701,U33647,CH032,Star Vijay,Show_164,Entertainment,2025-07-26 20:49:38,45,Northeast,Premium,Smart TV,FireTV,False,4,444.79,0.88,1,53.24
SID287600,U46006,CH047,DD Sahyadri,Show_131,Movies,2025-07-31 02:02:12,108,Northeast,Free,Smart TV,Android,True,1,79.52,0.59,2,99.6
SID139067,U11147,CH037,Zee Telugu,Show_159,Entertainment,2025-07-28 12:27:05,95,Pan-India,Premium,Tablet,Web,False,3,179.05,0.96,0,67.35
SID202424,U39744,CH036,Star Maa,Show_162,News,2025-07-25 03:15:10,170,East,Basic,Tablet,FireTV,False,5,135.79,0.32,3,99.46
SID871909,U29917,CH034,Zee Tamil,Show_75,Music,2025-07-29 14:51:09,33,West,Free,Tablet,FireTV,False,5,81.57,0.86,2,86.51
SID839460,U25529,CH044,Zee Marathi,Show_93,Kids,2025-07-27 21:06:14,40,West,Basic,Smart TV,Android,False,2,88.14,0.37,0,68.61
SID686862,U24965,CH049,News18 Kerala,Show_67,Movies,2025-07-30 16:23:42,3,North,Free,Tablet,Roku,False,1,145.05,0.57,3,60.21
SID744877,U34217,CH011,Star Sports 1,Show_59,Sports,2025-07-29 11:16:21,64,West,Basic,Mobile,iOS,True,0,0.0,0.62,3,65.92
SID125013,U48294,CH043,Colors Kannada,Show_83,Kids,2025-07-25 06:07:45,57,South,Basic,Smart TV,Roku,True,5,435.85,0.97,2,86.66
SID520557,U34801,CH001,Star Plus,Show_200,Entertainment,2025-07-29 21:46:24,45,South,Free,Laptop,FireTV,False,2,104.73,0.78,0,42.02
SID922760,U43630,CH043,Colors Kannada,Show_109,Movies,2025-07-28 16:42:42,19,Pan-India,Basic,Smart TV,Android,False,1,173.24,0.42,2,41.47
SID481244,U45809,CH021,Aaj Tak,Show_110,News,2025-07-25 08:38:28,128,West,Premium,Tablet,FireTV,False,1,80.69,0.31,2,25.71
SID463265,U10863,CH019,DD Sports,Show_162,Sports,2025-07-31 15:36:51,124,East,Free,Mobile,iOS,True,1,107.4,0.67,3,94.66
SID686414,U55498,CH020,Eurosport India,Show_105,Sports,2025-07-29 20:45:34,146,North,Free,Laptop,Roku,True,4,46.04,0.61,1,80.04
SID855187,U38619,CH013,Star Sports 3,Show_44,News,2025-07-29 16:45:44,166,South,Premium,Mobile,Roku,False,3,519.36,0.21,3,22.02
SID983282,U58239,CH013,Star Sports 3,Show_133,Sports,2025-07-26 00:57:17,49,West,Basic,Mobile,Roku,True,3,254.45,0.79,2,44.91
SID971832,U40815,CH004,Zee TV,Show_191,Entertainment,2025-07-27 21:21:32,157,West,Basic,Smart TV,iOS,False,2,197.26,0.72,2,61.95
SID379019,U33641,CH037,Zee Telugu,Show_106,Kids,2025-07-28 15:35:42,138,Northeast,Premium,Laptop,FireTV,True,4,374.82,0.4,2,73.6
SID611320,U16354,CH024,News18 India,Show_26,Entertainment,2025-07-30 11:33:00,19,Northeast,Premium,Mobile,Roku,False,2,66.23,0.23,3,98.74
SID766303,U11530,CH032,Star Vijay,Show_164,Entertainment,2025-07-29 19:02:15,5,West,Premium,Mobile,iOS,True,4,589.66,0.55,1,35.13
SID742067,U31256,CH021,Aaj Tak,Show_117,News,2025-07-26 07:47:18,153,Pan-India,Free,Tablet,Android,False,5,560.28,0.33,2,43.98
SID763142,U59611,CH006,Sony SAB,Show_21,Entertainment,2025-07-29 20:26:27,173,Pan-India,Basic,Mobile,FireTV,True,2,167.21,0.25,0,78.59
SID476978,U51781,CH018,Sony Sports Ten 3,Show_128,Movies,2025-07-27 19:37:58,121,Central,Premium,Laptop,iOS,True,0,0.0,0.4,2,82.39
SID100597,U53011,CH011,Star Sports 1,Show_29,Sports,2025-07-28 04:17:53,171,East,Basic,Smart TV,Roku,False,5,541.36,0.43,3,78.6
SID913448,U10899,CH027,CNN-News18,Show_5,News,2025-07-26 09:31:41,135,Northeast,Free,Mobile,Web,False,3,98.01,0.5,0,62.85
SID611000,U21488,CH046,ETV Marathi,Show_163,Entertainment,2025-07-25 07:20:00,112,South,Premium,Smart TV,Android,True,4,87.96,0.25,3,59.39
SID350355,U44960,CH012,Star Sports 2,Show_188,Sports,2025-07-31 13:08:37,163,Northeast,Free,Mobile,Android,False,1,179.42,0.49,2,71.47
SID323897,U39581,CH009,Colors Rishtey,Show_169,Movies,2025-07-29 08:44:49,113,Pan-India,Basic,Smart TV,Roku,True,5,610.77,0.87,1,79.44
SID414118,U50859,CH033,Colors Tamil,Show_42,Music,2025-07-25 18:08:15,79,West,Premium,Tablet,Roku,False,4,122.87,0.68,2,52.02
SID656301,U48958,CH021,Aaj Tak,Show_18,News,2025-07-29 18:12:25,57,Northeast,Basic,Tablet,Android,False,3,283.68,0.91,0,63.63
SID394476,U37942,CH047,DD Sahyadri,Show_183,News,2025-07-27 23:42:29,98,East,Basic,Tablet,Roku,False,4,433.53,0.26,3,64.22
SID397991,U26342,CH012,Star Sports 2,Show_43,Music,2025-07-29 03:36:30,15,Pan-India,Premium,Mobile,Web,False,2,195.99,0.63,2,89.74
SID550939,U55601,CH004,Zee TV,Show_192,Entertainment,2025-07-30 16:11:29,153,Central,Premium,Smart TV,iOS,True,3,93.07,0.25,3,87.2
SID699401,U26300,CH045,Zee Bangla,Show_173,Entertainment,2025-07-30 13:54:29,156,North,Free,Mobile,Android,True,5,425.08,0.78,3,57.74
SID782310,U14098,CH041,Surya TV,Show_28,Sports,2025-07-30 03:32:24,144,North,Free,Laptop,Web,True,0,0.0,0.6,0,57.86
SID971091,U10408,CH008,Zee Anmol,Show_26,Entertainment,2025-07-28 02:02:57,123,West,Free,Laptop,iOS,True,4,110.79,0.42,3,22.04
SID274521,U45876,CH011,Star Sports 1,Show_102,Sports,2025-07-29 10:07:30,65,South,Free,Mobile,Web,True,1,56.36,0.9,2,50.58
SID679142,U45419,CH046,ETV Marathi,Show_136,Sports,2025-07-26 01:35:11,17,West,Premium,Laptop,FireTV,False,1,32.52,0.74,3,47.05
SID946727,U58755,CH029,Zee News,Show_78,News,2025-07-26 13:22:50,10,East,Free,Mobile,Roku,True,0,0.0,0.47,3,89.12
SID758246,U46683,CH050,News18 Tamil Nadu,Show_191,Kids,2025-07-28 03:22:37,123,Northeast,Premium,Smart TV,iOS,False,1,145.19,0.45,2,59.56
SID594606,U33083,CH007,Dangal TV,Show_69,Entertainment,2025-07-31 08:17:35,145,South,Free,Tablet,Android,True,4,455.28,0.93,3,99.02
SID608302,U48953,CH029,Zee News,Show_40,News,2025-07-29 09:25:13,165,Pan-India,Free,Smart TV,FireTV,True,0,0.0,0.95,3,97.33
SID134264,U15957,CH012,Star Sports 2,Show_146,Movies,2025-07-28 18:35:30,26,Pan-India,Premium,Laptop,Web,True,1,82.18,0.36,0,30.78
SID644172,U28137,CH025,Republic Bharat,Show_24,News,2025-07-25 06:17:58,60,South,Basic,Laptop,iOS,False,3,157.3,0.79,0,83.72
SID104658,U16032,CH038,ETV Telugu,Show_71,Entertainment,2025-07-26 04:20:12,30,East,Free,Tablet,iOS,True,1,29.32,0.83,2,79.14
SID211697,U18199,CH041,Surya TV,Show_145,Sports,2025-07-26 19:52:48,77,Pan-India,Premium,Tablet,FireTV,True,3,298.93,0.81,1,95.48
SID356001,U45591,CH004,Zee TV,Show_52,Entertainment,2025-07-26 19:45:56,105,West,Premium,Smart TV,Roku,False,2,248.78,0.92,3,34.66
SID793387,U55051,CH011,Star Sports 1,Show_91,Sports,2025-07-26 02:25:15,1,East,Premium,Mobile,Android,True,0,0.0,0.73,2,81.71
SID524255,U39324,CH011,Star Sports 1,Show_110,Sports,2025-07-28 03:01:58,1,Central,Free,Laptop,Web,False,1,182.79,0.34,3,30.41
SID285788,U41008,CH050,News18 Tamil Nadu,Show_6,Entertainment,2025-07-26 20:36:18,21,West,Basic,Laptop,Roku,True,1,120.37,0.94,1,33.97
SID223228,U50259,CH021,Aaj Tak,Show_120,News,2025-07-26 20:11:06,63,Pan-India,Basic,Tablet,Android,False,4,385.98,0.7,3,50.68
SID201593,U59248,CH049,News18 Kerala,Show_136,News,2025-07-28 01:20:46,76,West,Basic,Mobile,FireTV,False,0,0.0,0.87,2,87.6
SID930659,U31892,CH030,India Today,Show_135,Music,2025-07-28 22:48:16,11,East,Free,Mobile,Android,True,5,294.85,0.41,3,93.57
SID384138,U19927,CH017,Sony Sports Ten 2,Show_23,Movies,2025-07-30 14:53:32,6,South,Premium,Tablet,iOS,False,2,336.67,0.48,1,35.39
SID182495,U22182,CH033,Colors Tamil,Show_179,Sports,2025-07-27 13:43:19,120,Northeast,Basic,Laptop,Web,False,4,377.49,0.35,2,26.75
SID388195,U42619,CH001,Star Plus,Show_159,Entertainment,2025-07-24 20:41:08,93,North,Free,Smart TV,FireTV,False,4,284.33,0.52,1,56.65
SID133965,U37335,CH035,KTV,Show_46,Movies,2025-07-29 22:02:46,109,East,Premium,Tablet,Roku,False,2,144.39,0.65,0,75.81
SID570027,U17996,CH046,ETV Marathi,Show_27,Movies,2025-07-29 17:41:39,180,West,Basic,Laptop,FireTV,True,0,0.0,0.44,1,72.48
SID613521,U26000,CH050,News18 Tamil Nadu,Show_22,Entertainment,2025-07-28 04:38:34,33,North,Premium,Smart TV,iOS,True,3,185.02,0.97,1,53.76
SID290233,U31800,CH046,ETV Marathi,Show_63,News,2025-07-30 20:00:35,176,South,Free,Smart TV,Android,True,5,620.07,0.89,2,86.57
SID206121,U22850,CH035,KTV,Show_77,Movies,2025-07-29 09:41:14,132,East,Premium,Tablet,Android,True,5,761.06,0.9,3,96.31
SID105825,U54416,CH043,Colors Kannada,Show_91,Entertainment,2025-07-24 20:15:55,41,West,Premium,Laptop,iOS,False,2,75.65,0.95,0,88.31
SID324119,U20104,CH028,NDTV India,Show_45,News,2025-07-30 09:15:27,28,South,Free,Mobile,Web,False,2,170.55,0.33,3,53.54
SID430177,U17256,CH042,Zee Kannada,Show_58,Entertainment,2025-07-27 10:03:00,55,West,Basic,Smart TV,Android,False,1,168.95,0.5,0,23.69
SID495389,U14543,CH046,ETV Marathi,Show_18,Sports,2025-07-25 18:42:24,47,Pan-India,Free,Tablet,iOS,True,3,222.74,0.9,1,40.88
SID313919,U49653,CH003,Sony Entertainment Television,Show_187,Entertainment,2025-07-26 21:34:45,165,East,Premium,Mobile,Web,False,3,509.03,0.79,2,68.29
SID581253,U11995,CH002,Colors TV,Show_30,Entertainment,2025-07-24 18:46:25,131,Northeast,Basic,Laptop,iOS,False,3,408.02,0.9,3,24.24
SID474686,U58970,CH037,Zee Telugu,Show_91,Entertainment,2025-07-27 02:14:57,58,South,Basic,Tablet,FireTV,False,3,204.78,0.61,1,91.53
SID380960,U50595,CH011,Star Sports 1,Show_165,Sports,2025-07-29 08:21:11,35,Central,Basic,Smart TV,Web,False,1,45.2,0.48,2,49.13
SID998150,U34408,CH046,ETV Marathi,Show_48,Music,2025-07-25 06:24:40,121,West,Free,Smart TV,Roku,False,4,758.91,0.82,1,44.49
SID954534,U26374,CH006,Sony SAB,Show_27,Sports,2025-07-30 01:12:34,114,South,Premium,Tablet,Web,True,0,0.0,0.51,0,55.81
SID289718,U48102,CH005,Star Bharat,Show_171,Sports,2025-07-28 17:45:50,19,Central,Basic,Laptop,FireTV,False,2,126.27,0.21,1,65.55
SID590667,U51607,CH007,Dangal TV,Show_126,Kids,2025-07-28 07:25:44,139,Pan-India,Premium,Tablet,iOS,False,4,473.37,0.92,1,96.92
SID374296,U26775,CH040,Asianet,Show_78,Entertainment,2025-07-29 14:58:10,26,Central,Premium,Mobile,Web,False,2,338.16,0.67,2,41.41
SID412787,U17294,CH024,News18 India,Show_54,News,2025-07-26 12:51:03,176,North,Premium,Mobile,Web,False,0,0.0,0.96,0,44.94
SID463651,U12579,CH047,DD Sahyadri,Show_139,Kids,2025-07-29 07:22:06,72,Pan-India,Basic,Tablet,iOS,False,1,61.61,0.34,2,69.92
SID628757,U36426,CH030,India Today,Show_151,Sports,2025-07-24 17:37:32,63,South,Premium,Mobile,Android,True,5,155.41,0.92,1,65.39
SID337294,U25243,CH010,DD National,Show_7,Music,2025-07-29 22:11:34,76,South,Free,Laptop,iOS,False,5,178.78,0.37,3,64.24
SID967409,U55416,CH046,ETV Marathi,Show_82,Movies,2025-07-29 13:25:53,155,East,Basic,Mobile,FireTV,True,2,84.78,0.78,1,23.89
SID296193,U40892,CH034,Zee Tamil,Show_160,Kids,2025-07-26 14:46:33,99,West,Premium,Tablet,FireTV,True,2,214.37,0.46,0,48.43
SID869268,U30843,CH023,India TV,Show_43,Kids,2025-07-26 10:48:18,8,West,Premium,Laptop,Web,False,2,369.05,0.91,2,69.36
SID332342,U54925,CH001,Star Plus,Show_185,Entertainment,2025-07-28 08:39:41,121,North,Free,Mobile,FireTV,True,0,0.0,0.62,2,57.87
SID934192,U49259,CH035,KTV,Show_27,Movies,2025-07-25 00:14:05,176,North,Premium,Tablet,Android,False,5,596.04,0.6,0,23.68
SID800437,U59111,CH037,Zee Telugu,Show_8,Entertainment,2025-07-29 01:12:28,176,Pan-India,Premium,Laptop,Roku,True,5,596.99,0.94,2,82.93
SID811852,U28436,CH022,ABP News,Show_116,News,2025-07-31 02:15:51,25,North,Free,Mobile,iOS,True,1,45.39,0.91,2,28.76
SID949042,U23599,CH014,Star Sports Select 1,Show_198,News,2025-07-27 22:50:52,55,West,Basic,Tablet,iOS,True,1,170.29,0.79,2,73.44
SID251529,U48920,CH012,Star Sports 2,Show_71,News,2025-07-26 03:00:19,30,East,Basic,Mobile,Web,False,1,24.04,0.27,2,68.79
SID243635,U24475,CH007,Dangal TV,Show_47,Kids,2025-07-29 18:39:45,178,East,Basic,Laptop,FireTV,False,0,0.0,0.42,1,75.45
SID961618,U46661,CH037,Zee Telugu,Show_52,Kids,2025-07-26 00:59:39,150,Central,Premium,Tablet,Roku,True,3,465.79,0.23,1,68.58
SID600791,U29334,CH024,News18 India,Show_68,Entertainment,2025-07-26 01:57:03,14,Central,Basic,Smart TV,FireTV,True,0,0.0,0.7,1,93.62
SID988360,U15959,CH035,KTV,Show_40,Movies,2025-07-26 00:38:49,171,East,Free,Tablet,Roku,True,4,424.06,0.23,2,48.51
SID131142,U19015,CH011,Star Sports 1,Show_181,Sports,2025-07-28 17:57:05,49,West,Basic,Smart TV,Roku,True,5,109.74,0.95,0,54.09
SID213910,U41151,CH046,ETV Marathi,Show_54,Entertainment,2025-07-28 11:03:32,81,South,Basic,Smart TV,Web,False,4,596.49,0.65,3,48.12
SID573699,U33078,CH023,India TV,Show_59,News,2025-07-30 08:16:34,109,Pan-India,Free,Laptop,Web,True,1,107.35,0.24,2,35.9
SID108112,U40243,CH018,Sony Sports Ten 3,Show_169,Movies,2025-07-26 23:46:31,56,Pan-India,Premium,Tablet,FireTV,True,0,0.0,0.42,3,91.39
SID482750,U36697,CH002,Colors TV,Show_195,Entertainment,2025-07-25 02:28:29,123,Northeast,Basic,Tablet,iOS,False,1,79.95,0.71,3,79.29
SID498738,U42432,CH021,Aaj Tak,Show_183,News,2025-07-24 18:08:44,82,Central,Premium,Smart TV,Roku,False,5,679.59,0.59,1,39.24
SID834275,U55202,CH034,Zee Tamil,Show_85,Music,2025-07-30 14:17:37,12,Pan-India,Basic,Smart TV,iOS,True,3,71.78,0.94,1,74.92
SID395629,U21021,CH011,Star Sports 1,Show_133,Sports,2025-07-31 11:59:56,118,West,Basic,Laptop,iOS,False,5,612.18,0.82,1,35.11
SID386866,U38139,CH017,Sony Sports Ten 2,Show_105,News,2025-07-27 04:16:24,90,North,Premium,Tablet,FireTV,False,4,201.53,0.76,3,61.16
SID984491,U48289,CH012,Star Sports 2,Show_124,Sports,2025-07-26 20:31:59,91,West,Free,Tablet,iOS,False,3,145.5,0.49,2,26.65
SID783664,U26544,CH044,Zee Marathi,Show_194,Kids,2025-07-28 17:51:16,119,North,Free,Mobile,iOS,False,2,263.61,0.66,2,94.19
SID629063,U18466,CH038,ETV Telugu,Show_60,Entertainment,2025-07-29 14:18:47,180,South,Basic,Tablet,Android,False,2,82.74,0.43,2,35.85
SID131289,U26197,CH009,Colors Rishtey,Show_104,Kids,2025-07-28 17:31:49,4,West,Free,Smart TV,Roku,True,4,739.44,0.34,2,81.55
SID609559,U37531,CH010,DD National,Show_168,Music,2025-07-27 10:42:57,106,North,Premium,Smart TV,iOS,False,4,680.14,0.88,0,96.57
SID781401,U17705,CH001,Star Plus,Show_189,Entertainment,2025-07-29 22:58:35,119,North,Premium,Tablet,Web,True,0,0.0,0.4,1,56.91
SID527950,U58110,CH020,Eurosport India,Show_35,Kids,2025-07-25 00:58:08,23,East,Premium,Laptop,Web,True,2,179.3,0.35,1,26.64
SID883371,U50552,CH017,Sony Sports Ten 2,Show_93,Movies,2025-07-25 17:58:33,39,Northeast,Free,Laptop,Web,True,4,567.26,0.46,2,52.34
SID657100,U33188,CH029,Zee News,Show_18,News,2025-07-29 14:09:33,26,Pan-India,Free,Smart TV,Android,True,3,431.71,0.93,3,88.31
SID533094,U16575,CH017,Sony Sports Ten 2,Show_8,Movies,2025-07-28 23:35:02,23,Central,Basic,Laptop,iOS,False,2,311.67,0.2,0,51.72
SID802946,U13310,CH045,Zee Bangla,Show_120,Entertainment,2025-07-29 09:34:04,91,Northeast,Basic,Laptop,Web,True,0,0.0,0.7,3,99.44
SID139740,U50859,CH021,Aaj Tak,Show_142,News,2025-07-29 09:55:54,173,Central,Free,Tablet,FireTV,False,5,186.06,0.72,1,40.16
SID730923,U31654,CH013,Star Sports 3,Show_88,Entertainment,2025-07-28 01:04:59,60,North,Basic,Laptop,Roku,True,4,314.79,0.59,1,72.51
SID976382,U33659,CH044,Zee Marathi,Show_69,Sports,2025-07-31 12:00:31,90,Central,Premium,Laptop,Web,False,4,193.17,0.36,2,52.03
SID397390,U16434,CH030,India Today,Show_132,Music,2025-07-26 09:12:07,128,North,Basic,Laptop,Android,False,1,111.87,0.35,2,34.99
