user_id,gender,age_group,region,subscription_type
U43955,Male,<18,North,Basic
U36142,Male,60+,East,Premium
U30914,Male,36-45,Central,Premium
U16764,Male,60+,North,Premium
U10070,Female,60+,Northeast,Free
U35528,Male,60+,East,Free
U46434,Male,<18,West,Free
U14961,Male,18-25,South,Basic
U25320,Other,60+,North,Premium
U35740,Female,60+,East,Basic
U33726,Female,26-35,Central,Premium
U36429,Male,60+,East,Premium
U29099,Female,<18,Pan-India,Basic
U21720,Female,26-35,North,Basic
U26714,Male,36-45,Pan-India,Premium
U11221,Other,46-60,North,Premium
U37959,Male,46-60,South,Free
U13117,Other,60+,East,Free
U53698,Other,18-25,North,Premium
U18927,Female,60+,Pan-India,Premium
U35126,Male,60+,South,Premium
U54778,Female,18-25,Pan-India,Free
U10901,Male,18-25,South,Premium
U51120,Other,46-60,Northeast,Basic
U24469,Male,<18,South,Free
U38635,Male,46-60,North,Premium
U40701,Female,60+,West,Free
U16226,Female,26-35,South,Basic
U24377,Other,26-35,Central,Basic
U19589,Other,36-45,Pan-India,Basic
U39395,Other,60+,West,Basic
U28327,Female,46-60,West,Premium
U23030,Female,26-35,North,Premium
U30492,Other,<18,East,Basic
U45706,Female,<18,Central,Free
U35757,Other,36-45,Pan-India,Basic
U34684,Other,60+,Northeast,Basic
U20104,Other,46-60,Central,Premium
U34945,Female,36-45,North,Premium
U35316,Male,<18,Central,Free
U37335,Other,36-45,Central,Premium
U22106,Other,18-25,North,Basic
U25473,Other,36-45,East,Premium
U45468,Other,26-35,South,Basic
U27589,Other,<18,South,Free
U21598,Other,26-35,Pan-India,Premium
U52348,Other,<18,Northeast,Basic
U18349,Male,18-25,North,Premium
U38218,Male,<18,Central,Free
U43637,Other,46-60,North,Basic
U46577,Other,36-45,West,Premium
U46408,Male,60+,West,Premium
U58786,Female,18-25,North,Free
U55360,Other,18-25,Northeast,Premium
U50787,Other,60+,South,Free
U55160,Other,<18,Northeast,Premium
U48015,Female,46-60,West,Basic
U25733,Other,60+,West,Free
U23797,Male,36-45,South,Free
U27494,Other,36-45,West,Basic
U50620,Female,46-60,Pan-India,Premium
U39703,Female,18-25,West,Basic
U41373,Other,<18,Pan-India,Free
U49447,Male,26-35,West,Premium
U58041,Other,26-35,South,Premium
U12740,Female,46-60,Pan-India,Premium
U45319,Other,<18,North,Basic
U58271,Other,26-35,East,Free
U26728,Female,46-60,North,Premium
U54806,Male,18-25,West,Basic
U14796,Male,60+,North,Premium
U17429,Male,36-45,West,Basic
U35024,Female,46-60,Central,Free
U34146,Male,26-35,West,Free
U51274,Male,60+,North,Basic
U32767,Male,36-45,Pan-India,Premium
U19168,Male,26-35,West,Premium
U48193,Male,36-45,North,Premium
U25497,Female,<18,South,Premium
U22701,Female,<18,North,Premium
U44214,Other,<18,West,Basic
U40449,Other,36-45,Northeast,Premium
U19145,Other,36-45,South,Free
U51963,Female,<18,North,Premium
U12693,Female,60+,East,Premium
U26775,Male,26-35,Pan-India,Free
U44300,Female,46-60,Central,Basic
U46498,Female,<18,Northeast,Free
U24198,Female,<18,North,Premium
U24845,Male,36-45,Central,Free
U27376,Other,26-35,East,Basic
U50999,Female,60+,North,Premium
U38891,Female,60+,East,Premium
U47042,Male,46-60,East,Premium
U10418,Female,<18,Pan-India,Basic
U58110,Male,46-60,North,Free
U35661,Other,36-45,North,Premium
U17014,Female,46-60,Northeast,Free
U13071,Male,46-60,North,Free
U32994,Female,26-35,South,Basic
U36910,Male,60+,Northeast,Basic
U44618,Male,26-35,Northeast,Free
U40668,Other,<18,Northeast,Free
U21971,Male,18-25,Northeast,Basic
U38300,Female,36-45,East,Basic
U11477,Female,46-60,South,Basic
U59551,Female,46-60,North,Basic
U37440,Female,26-35,East,Basic
U21900,Female,46-60,East,Free
U30251,Other,26-35,Northeast,Basic
U30773,Female,60+,North,Premium
U25513,Male,18-25,East,Premium
U20617,Female,<18,North,Premium
U37248,Other,60+,Pan-India,Free
U51477,Female,<18,Pan-India,Free
U43940,Female,36-45,West,Basic
U23200,Female,36-45,Northeast,Free
U49292,Female,36-45,Central,Basic
U19368,Female,18-25,East,Premium
U33047,Female,60+,South,Free
U18572,Female,60+,East,Premium
U59983,Male,18-25,West,Free
U19265,Female,18-25,South,Premium
U24917,Other,26-35,Northeast,Premium
U56762,Other,18-25,Northeast,Basic
U57154,Other,60+,East,Premium
U33647,Male,<18,East,Basic
U32390,Other,18-25,North,Free
U42358,Female,18-25,West,Basic
U25535,Other,46-60,East,Premium
U43468,Other,<18,East,Basic
U34276,Male,<18,Northeast,Basic
U28057,Male,<18,Pan-India,Basic
U12518,Male,18-25,Pan-India,Basic
U53739,Female,18-25,Northeast,Basic
U25495,Male,<18,Central,Free
U54570,Other,26-35,North,Premium
U30228,Female,26-35,East,Basic
U15359,Male,26-35,East,Basic
U20326,Male,36-45,Pan-India,Premium
U47761,Male,18-25,Pan-India,Free
U37043,Female,60+,East,Premium
U34534,Female,26-35,South,Free
U12001,Male,18-25,West,Premium
U34217,Other,<18,Central,Premium
U58161,Female,60+,West,Basic
U13144,Male,18-25,South,Free
U41695,Female,<18,East,Premium
U12613,Other,26-35,West,Premium
U38901,Male,26-35,Central,Premium
U26113,Other,60+,Northeast,Premium
U41062,Female,<18,South,Premium
U54386,Female,<18,Northeast,Basic
U21734,Other,60+,North,Premium
U37527,Female,26-35,West,Basic
U15158,Male,<18,Northeast,Free
U58506,Other,46-60,West,Free
U16976,Other,<18,Pan-India,Free
U58183,Female,18-25,North,Free
U16730,Other,46-60,Pan-India,Free
U33461,Male,36-45,North,Premium
U30035,Female,<18,Northeast,Free
U37692,Female,26-35,West,Basic
U27614,Other,26-35,Central,Basic
U13181,Male,18-25,West,Premium
U20463,Other,60+,Pan-India,Premium
U32933,Other,60+,Pan-India,Premium
U56708,Male,<18,Northeast,Premium
U22924,Female,46-60,South,Basic
U21771,Other,26-35,Pan-India,Basic
U29676,Male,18-25,Northeast,Free
U47153,Female,26-35,Northeast,Premium
U57430,Other,26-35,South,Premium
U46233,Male,60+,Central,Free
U50915,Female,26-35,West,Basic
U28489,Female,36-45,Northeast,Free
U51705,Male,36-45,Northeast,Free
U56832,Other,26-35,Pan-India,Basic
U16641,Other,18-25,North,Free
U44888,Female,60+,South,Premium
U33251,Other,36-45,North,Premium
U52251,Female,18-25,North,Free
U44607,Female,<18,West,Basic
U25611,Other,46-60,Central,Free
U35765,Other,26-35,West,Basic
U55805,Male,36-45,South,Free
U20463,Other,46-60,North,Premium
U11858,Male,18-25,West,Free
U27342,Female,46-60,Pan-India,Premium
U27788,Other,60+,Northeast,Premium
U25384,Female,<18,Pan-India,Premium
U32846,Male,<18,East,Basic
U22322,Female,<18,North,Basic
U29051,Male,60+,Northeast,Basic
U25432,Other,60+,Central,Premium
U36874,Male,<18,North,Basic
U56091,Other,18-25,East,Premium
U12420,Male,18-25,South,Premium
U40669,Female,36-45,North,Free
U39389,Other,36-45,South,Premium
U42355,Other,60+,West,Free
U20917,Female,26-35,South,Free
U47516,Female,36-45,West,Premium
U11307,Male,<18,Northeast,Free
U33303,Male,<18,South,Premium
U19886,Female,18-25,East,Free
U13012,Male,60+,East,Free
U58195,Male,26-35,East,Basic
U27684,Male,<18,South,Premium
U18575,Female,18-25,West,Free
U13517,Female,26-35,Northeast,Basic
U57036,Other,18-25,Northeast,Basic
U25139,Male,36-45,South,Premium
U46476,Male,60+,North,Basic
U50424,Other,<18,Northeast,Basic
U45699,Male,<18,East,Basic
U33254,Female,18-25,Northeast,Premium
U27253,Female,36-45,West,Basic
U32945,Male,60+,Northeast,Free
U10163,Other,46-60,Central,Premium
U24491,Other,46-60,Northeast,Free
U42071,Male,26-35,North,Basic
U59142,Female,<18,South,Free
U33248,Female,36-45,Pan-India,Premium
U47396,Other,36-45,East,Premium
U26546,Other,36-45,Northeast,Premium
U22267,Male,<18,South,Free
U36056,Other,36-45,Northeast,Free
U21083,Female,36-45,East,Basic
U20723,Male,60+,Pan-India,Premium
U41269,Male,36-45,West,Free
U23978,Female,18-25,East,Premium
U38852,Male,60+,North,Basic
U11185,Other,<18,Northeast,Premium
U40627,Other,60+,West,Premium
U52879,Other,<18,Central,Basic
U14225,Other,46-60,North,Premium
U45919,Female,46-60,South,Basic
U23677,Other,46-60,West,Premium
U25576,Other,18-25,North,Premium
U12399,Male,46-60,South,Basic
U47769,Female,18-25,Northeast,Premium
U52372,Female,60+,Northeast,Free
U59190,Male,60+,Pan-India,Premium
U24888,Other,26-35,South,Premium
U46612,Female,18-25,Pan-India,Basic
U49653,Other,18-25,South,Basic
U33958,Male,26-35,East,Basic
U44846,Other,<18,North,Free
U27345,Female,<18,East,Premium
U45453,Other,26-35,Northeast,Basic
U15716,Other,36-45,Northeast,Premium
U23877,Other,18-25,West,Basic
U36482,Male,<18,West,Premium
U55833,Other,46-60,Pan-India,Premium
U22853,Female,18-25,East,Free
U43696,Male,<18,South,Premium
U33737,Other,26-35,East,Basic
U48757,Female,46-60,East,Premium
U11529,Female,26-35,Northeast,Premium
U48024,Male,36-45,Northeast,Free
U38869,Male,18-25,Central,Free
U16354,Other,<18,Northeast,Basic
U56796,Other,36-45,South,Free
U27122,Male,18-25,West,Premium
U54303,Female,36-45,West,Premium
U34298,Male,26-35,South,Basic
U51626,Male,<18,East,Premium
U54173,Other,18-25,West,Basic
U47033,Other,60+,East,Basic
U19055,Other,60+,Northeast,Premium
U23903,Other,26-35,Pan-India,Premium
U40231,Male,18-25,South,Free
U16005,Female,<18,Northeast,Free
U50771,Other,<18,South,Premium
U18831,Male,18-25,Central,Premium
U30186,Male,46-60,West,Basic
U38380,Male,46-60,South,Free
U11077,Male,18-25,Northeast,Free
U24491,Male,26-35,Pan-India,Basic
U31541,Female,46-60,Northeast,Basic
U10859,Male,46-60,East,Basic
U12873,Other,60+,Pan-India,Free
U54036,Other,18-25,South,Basic
U46143,Male,60+,South,Free
U11475,Other,60+,Pan-India,Basic
U21137,Male,26-35,East,Premium
U54888,Other,<18,East,Premium
U38005,Male,18-25,North,Premium
U44737,Female,18-25,East,Basic
U46642,Male,<18,Central,Basic
U31448,Male,36-45,Central,Premium
U30012,Other,26-35,East,Basic
U36434,Female,<18,North,Basic
U12482,Male,<18,Central,Free
U25569,Male,46-60,Central,Free
U57241,Other,36-45,South,Basic
U26998,Other,26-35,Central,Premium
U16843,Female,26-35,Northeast,Free
U26268,Other,<18,North,Premium
U32319,Male,60+,Pan-India,Basic
U34896,Other,36-45,South,Basic
U12967,Other,60+,West,Basic
U10938,Female,60+,North,Premium
U42460,Male,26-35,South,Basic
U27235,Other,<18,East,Free
U33204,Male,26-35,Northeast,Premium
U26212,Female,18-25,Pan-India,Premium
U29199,Male,36-45,East,Premium
U24751,Female,60+,Pan-India,Free
U52730,Female,46-60,South,Premium
U53331,Female,36-45,North,Basic
U40460,Other,26-35,East,Free
U39474,Male,<18,Northeast,Basic
U17827,Other,36-45,North,Free
U42225,Male,36-45,Pan-India,Basic
U14509,Female,18-25,East,Free
U36547,Male,26-35,Central,Basic
U37620,Male,46-60,East,Free
U46478,Female,<18,Pan-India,Free
U59353,Male,36-45,East,Basic
U28321,Other,46-60,Pan-India,Free
U32360,Male,18-25,North,Basic
U37517,Other,26-35,Central,Free
U35773,Other,46-60,Pan-India,Basic
U54314,Other,36-45,South,Premium
U27185,Female,26-35,Central,Premium
U50630,Other,36-45,North,Premium
U49413,Other,<18,Pan-India,Free
U32281,Other,46-60,Central,Basic
U11269,Male,36-45,East,Basic
U20024,Male,18-25,East,Free
U35735,Other,36-45,West,Free
U36424,Other,36-45,Pan-India,Free
U12075,Female,18-25,East,Premium
U28189,Female,<18,Pan-India,Basic
U25057,Other,46-60,Pan-India,Free
U32455,Male,<18,West,Premium
U21279,Male,46-60,South,Free
U10561,Female,<18,Pan-India,Free
U11770,Male,26-35,Northeast,Premium
U51115,Other,36-45,Pan-India,Basic
U24508,Other,<18,Pan-India,Premium
U29226,Female,46-60,Central,Basic
U56884,Other,60+,Central,Basic
U10293,Female,46-60,Northeast,Premium
U25280,Male,<18,East,Basic
U48107,Female,36-45,Central,Basic
U12881,Female,46-60,West,Premium
U47942,Female,46-60,Central,Free
U37367,Other,18-25,North,Premium
U56646,Female,60+,Central,Basic
U59025,Female,<18,South,Premium
U57065,Male,26-35,West,Free
U44612,Male,18-25,Northeast,Basic
U32610,Female,18-25,Central,Basic
U52090,Female,46-60,North,Free
U36533,Female,36-45,North,Premium
U39538,Male,<18,Northeast,Free
U25185,Male,<18,Pan-India,Free
U52417,Male,36-45,North,Premium
U41553,Male,18-25,West,Basic
U56689,Other,<18,North,Basic
U45446,Female,46-60,South,Free
U24401,Male,46-60,Northeast,Premium
U13388,Male,26-35,North,Premium
U38178,Male,<18,South,Basic
U18712,Male,26-35,South,Premium
U10794,Female,18-25,South,Premium
U25481,Male,<18,North,Premium
U18909,Male,46-60,South,Free
U26587,Male,18-25,Pan-India,Free
U30259,Male,26-35,South,Premium
U44619,Male,46-60,Pan-India,Basic
U36684,Female,26-35,West,Free
U31500,Male,26-35,Pan-India,Free
U55313,Female,60+,East,Premium
U31195,Other,18-25,West,Premium
U51217,Other,46-60,North,Free
U23564,Male,36-45,East,Basic
U54002,Other,<18,Northeast,Premium
U29821,Male,<18,West,Premium
U56186,Other,18-25,South,Premium
U31909,Male,18-25,East,Premium
U49676,Other,60+,Northeast,Premium
U58041,Other,26-35,Central,Premium
U58034,Male,<18,Pan-India,Basic
U23434,Female,46-60,North,Free
U31473,Other,36-45,Central,Premium
U20402,Female,26-35,West,Premium
U50309,Female,36-45,North,Basic
U49169,Female,46-60,Central,Basic
U40473,Male,18-25,Pan-India,Premium
U49699,Male,18-25,East,Free
U52196,Female,60+,Central,Premium
U30522,Other,60+,Central,Basic
U52821,Male,46-60,Northeast,Free
U26035,Male,46-60,Northeast,Free
U44887,Male,18-25,Northeast,Free
U48448,Male,46-60,Central,Free
U42413,Female,<18,Central,Premium
U12996,Male,60+,North,Free
U28043,Other,26-35,Northeast,Premium
U54303,Male,26-35,West,Premium
U38222,Other,60+,Northeast,Premium
U23613,Female,36-45,Pan-India,Premium
U36389,Female,46-60,Northeast,Free
U20424,Other,<18,Central,Basic
U38230,Other,60+,Northeast,Basic
U26197,Female,18-25,Central,Free
U25395,Female,36-45,Northeast,Premium
U36355,Male,<18,East,Basic
U43748,Female,36-45,South,Free
U40104,Other,36-45,West,Free
U23247,Female,26-35,South,Basic
U21353,Female,<18,West,Basic
U57882,Other,26-35,Central,Premium
U37499,Female,46-60,East,Free
U56678,Other,26-35,Pan-India,Free
U15787,Other,60+,North,Basic
U16467,Male,18-25,North,Free
U21680,Female,26-35,East,Free
U32035,Female,18-25,North,Free
U52678,Female,18-25,Northeast,Basic
U45475,Female,18-25,South,Premium
U22034,Other,46-60,Central,Basic
U22143,Male,60+,South,Free
U37510,Other,<18,West,Premium
U44008,Male,26-35,Pan-India,Premium
U33951,Other,60+,North,Premium
U11651,Other,46-60,East,Basic
U58416,Male,<18,Northeast,Free
U47764,Other,18-25,Northeast,Free
U57483,Other,18-25,East,Basic
U17557,Other,36-45,West,Basic
U48289,Other,26-35,Pan-India,Premium
U52396,Female,26-35,Northeast,Free
U14859,Female,26-35,North,Basic
U25115,Other,46-60,Northeast,Free
U44286,Male,46-60,South,Premium
U40895,Female,26-35,South,Basic
U21058,Male,18-25,West,Basic
U56504,Male,46-60,West,Premium
U27542,Female,26-35,North,Basic
U29417,Male,46-60,North,Free
U11065,Female,18-25,East,Premium
U16833,Other,<18,East,Free
U16297,Female,60+,South,Premium
U50543,Other,<18,South,Premium
U31587,Other,<18,East,Free
U46981,Female,26-35,South,Premium
U21026,Female,18-25,East,Free
U21187,Male,18-25,South,Free
U16514,Male,26-35,West,Premium
U56506,Other,46-60,East,Premium
U28716,Other,46-60,Central,Basic
U38040,Other,26-35,South,Free
U29841,Male,18-25,West,Premium
U56260,Male,46-60,Pan-India,Free
U19913,Male,46-60,West,Free
U35996,Female,36-45,East,Free
U30487,Other,60+,East,Free
U53332,Male,46-60,West,Basic
U20371,Male,46-60,South,Free
U28385,Female,46-60,West,Free
U44698,Female,36-45,Pan-India,Premium
U58480,Female,46-60,East,Basic
U14113,Other,26-35,Pan-India,Basic
U40435,Male,46-60,Northeast,Basic
U38968,Other,36-45,Northeast,Basic
U22336,Male,26-35,Central,Basic
U11515,Female,36-45,North,Premium
U14209,Female,26-35,Northeast,Basic
U45151,Female,46-60,South,Basic
U19301,Male,60+,Northeast,Basic
U36821,Other,26-35,South,Free
U10692,Other,<18,Central,Free
U39195,Female,60+,Northeast,Premium
U15492,Female,60+,East,Premium
U20773,Female,60+,North,Basic
U47774,Female,46-60,North,Premium
U11853,Female,36-45,South,Free
U57252,Female,46-60,Pan-India,Basic
U37818,Female,36-45,Pan-India,Premium
U45901,Other,18-25,Central,Premium
U59483,Other,26-35,Northeast,Premium
U35133,Female,26-35,East,Basic
U11819,Male,60+,Central,Basic
U18377,Other,60+,Pan-India,Basic
U24221,Other,36-45,Central,Free
U23364,Male,<18,Northeast,Premium
U52676,Male,60+,Pan-India,Basic
U55072,Female,<18,East,Free
U44740,Female,36-45,West,Basic
U52657,Female,18-25,West,Free
U20857,Other,<18,South,Premium
U49259,Male,46-60,Northeast,Free
U59974,Male,36-45,North,Basic
U41366,Female,18-25,Central,Free
U41280,Other,<18,Northeast,Premium
U57863,Female,60+,South,Free
U13419,Female,18-25,North,Premium
U35788,Other,46-60,Central,Basic
U15959,Male,18-25,East,Basic
U45829,Male,36-45,Northeast,Premium
U12301,Male,18-25,Central,Basic
U12069,Female,36-45,Pan-India,Free
U51713,Female,26-35,North,Basic
U33326,Female,<18,East,Free
U14117,Female,<18,South,Free
U49390,Male,46-60,East,Premium
U43123,Other,46-60,Pan-India,Premium
U42444,Female,46-60,North,Basic
U45269,Other,36-45,South,Basic
U41831,Other,18-25,West,Basic
U33200,Other,<18,South,Premium
U34646,Other,26-35,West,Basic
U39123,Male,36-45,North,Premium
U32038,Female,46-60,Central,Basic
U56955,Other,36-45,North,Premium
U36426,Other,36-45,West,Basic
U38826,Female,46-60,South,Free
U47178,Other,18-25,West,Basic
U45707,Other,<18,North,Basic
U58223,Male,36-45,Central,Free
U44653,Other,60+,Pan-India,Basic
U11930,Other,<18,West,Premium
U27874,Female,36-45,East,Premium
U37816,Female,<18,South,Free
U25714,Other,36-45,South,Free
U58100,Female,26-35,North,Free
U32443,Female,46-60,Northeast,Basic
U26012,Male,<18,South,Free
U53195,Female,18-25,Central,Basic
U53054,Male,60+,Northeast,Premium
U23332,Other,<18,Pan-India,Free
U55009,Male,18-25,Pan-India,Basic
U18664,Male,26-35,Northeast,Premium
U49009,Other,60+,Northeast,Basic
U36188,Male,26-35,Northeast,Basic
U49179,Male,46-60,Northeast,Free
U46777,Female,26-35,Northeast,Basic
U45106,Male,46-60,West,Basic
U16966,Female,36-45,North,Free
U17251,Other,18-25,Pan-India,Basic
U20853,Other,46-60,South,Premium
U26406,Other,46-60,East,Basic
U51069,Female,60+,East,Basic
U14775,Other,46-60,South,Basic
U12668,Other,60+,Pan-India,Basic
U52253,Female,60+,Northeast,Free
U45596,Other,26-35,West,Premium
U43540,Male,18-25,North,Basic
U48958,Male,60+,Pan-India,Free
U27128,Other,36-45,Pan-India,Basic
U22279,Male,60+,Northeast,Basic
U59372,Female,26-35,North,Basic
U41161,Male,26-35,North,Basic
U31800,Male,60+,Central,Premium
U51205,Female,36-45,South,Basic
U47154,Female,<18,North,Free
U36676,Male,46-60,Northeast,Premium
U58999,Male,60+,East,Premium
U47371,Female,26-35,West,Free
U51738,Male,60+,North,Premium
U40400,Male,36-45,Northeast,Premium
U50427,Male,46-60,West,Basic
U33144,Male,60+,Pan-India,Free
U27052,Female,46-60,West,Basic
U35473,Female,46-60,Pan-India,Premium
U39063,Female,<18,Central,Basic
U37426,Male,60+,South,Free
U14543,Male,<18,South,Premium
U54525,Other,18-25,West,Free
U15756,Female,36-45,Pan-India,Free
U40340,Male,26-35,North,Premium
U39338,Female,<18,Northeast,Premium
U22111,Other,36-45,Pan-India,Basic
U35081,Female,26-35,East,Basic
U50198,Female,26-35,West,Basic
U42836,Male,18-25,South,Free
U13586,Male,18-25,Pan-India,Free
U45106,Female,<18,East,Premium
U54987,Male,60+,North,Premium
U37083,Other,<18,West,Free
U13216,Male,<18,North,Basic
U55580,Female,<18,Pan-India,Free
U46853,Male,18-25,East,Basic
U20925,Male,60+,North,Free
U50754,Female,60+,Central,Free
U44816,Female,18-25,East,Basic
U22626,Other,<18,East,Free
U20061,Other,<18,West,Premium
U19601,Female,60+,Central,Free
U38139,Female,46-60,Central,Free
U18165,Female,46-60,West,Basic
U13715,Male,60+,East,Basic
U20589,Other,18-25,West,Free
U43395,Male,<18,Northeast,Basic
U25348,Male,26-35,Central,Free
U43125,Female,60+,North,Free
U44351,Male,60+,North,Free
U49014,Other,36-45,Pan-India,Premium
U51400,Male,36-45,West,Premium
U40737,Other,<18,Pan-India,Premium
U27415,Female,36-45,Central,Premium
U15753,Male,46-60,South,Premium
U46917,Other,<18,West,Premium
U24897,Female,18-25,Northeast,Free
U55035,Other,18-25,East,Free
U52799,Female,46-60,North,Free
U21021,Male,26-35,Central,Free
U33232,Female,26-35,South,Free
U26973,Female,<18,West,Free
U52632,Male,18-25,South,Free
U51073,Female,36-45,Northeast,Premium
U36177,Other,26-35,Northeast,Premium
U55974,Female,46-60,North,Free
U43156,Male,26-35,West,Free
U22648,Female,46-60,North,Free
U54933,Female,46-60,Pan-India,Premium
U55498,Female,<18,North,Basic
U46299,Male,46-60,West,Premium
U39016,Other,<18,East,Basic
U35266,Female,<18,North,Free
U27025,Other,26-35,East,Free
U39581,Female,36-45,Central,Basic
U20048,Female,46-60,North,Free
U53213,Other,46-60,East,Basic
U11360,Female,<18,South,Free
U53591,Male,18-25,West,Premium
U41549,Female,36-45,Pan-India,Basic
U17786,Male,<18,Pan-India,Free
U40590,Male,60+,Central,Free
U34628,Male,<18,Northeast,Free
U53972,Female,36-45,North,Basic
U10497,Male,26-35,North,Free
U40934,Female,<18,Northeast,Premium
U32087,Male,<18,Pan-India,Basic
U45809,Male,18-25,Central,Premium
U21019,Female,<18,Central,Free
U52230,Male,46-60,East,Premium
U54247,Other,<18,East,Basic
U23177,Female,<18,Central,Free
U57317,Female,36-45,West,Premium
U44934,Female,46-60,South,Premium
U40975,Other,36-45,Northeast,Free
U55894,Female,18-25,East,Basic
U53306,Female,46-60,West,Premium
U49368,Other,46-60,North,Premium
U26247,Female,60+,West,Basic
U52170,Other,18-25,Central,Basic
U48662,Female,26-35,East,Basic
U25168,Other,26-35,Northeast,Premium
U23753,Other,<18,North,Premium
U10436,Other,26-35,South,Free
U48263,Male,26-35,East,Basic
U59674,Male,26-35,West,Premium
U40428,Male,18-25,Central,Free
U24011,Other,60+,North,Premium
U20623,Female,36-45,Northeast,Free
U49174,Female,46-60,North,Premium
U41443,Female,36-45,West,Free
U32281,Male,26-35,South,Premium
U23358,Female,46-60,Central,Free
U14949,Male,<18,South,Premium
U57317,Male,26-35,Northeast,Premium
U49299,Female,46-60,East,Basic
U16229,Male,36-45,East,Premium
U44036,Female,36-45,North,Free
U32189,Other,36-45,West,Basic
U51357,Other,26-35,South,Basic
U43019,Male,36-45,East,Premium
U52580,Other,26-35,Pan-India,Premium
U11995,Female,18-25,North,Free
U38085,Male,26-35,West,Free
U47042,Male,<18,South,Basic
U45175,Other,18-25,Pan-India,Premium
U25563,Male,36-45,East,Premium
U35565,Male,26-35,East,Basic
U26306,Male,60+,Central,Premium
U23429,Female,26-35,Pan-India,Basic
U17014,Female,26-35,Northeast,Basic
U26524,Male,60+,South,Premium
U49897,Male,26-35,South,Premium
U38504,Female,18-25,West,Free
U43844,Male,18-25,West,Basic
U54015,Female,26-35,West,Premium
U11915,Other,18-25,West,Premium
U45765,Other,18-25,Central,Premium
U45451,Female,36-45,Northeast,Basic
U47234,Other,18-25,North,Premium
U27452,Female,36-45,Northeast,Free
U55944,Female,60+,North,Premium
U26290,Other,26-35,Northeast,Premium
U26337,Male,26-35,West,Free
U15830,Other,46-60,Northeast,Premium
U22792,Male,60+,East,Premium
U15326,Female,18-25,Pan-India,Free
U48458,Other,18-25,Pan-India,Free
U55203,Other,<18,South,Premium
U44714,Other,60+,East,Free
U26336,Female,18-25,South,Premium
U29538,Other,46-60,Central,Basic
U24938,Female,46-60,Northeast,Premium
U11661,Other,46-60,East,Basic
U26957,Other,18-25,North,Premium
U52606,Male,60+,West,Basic
U42877,Male,60+,West,Basic
U30371,Other,26-35,West,Premium
U16434,Male,<18,South,Free
U27429,Other,18-25,West,Free
U24513,Other,46-60,Pan-India,Premium
U35577,Female,60+,Central,Premium
U50576,Male,18-25,Pan-India,Premium
U35185,Male,26-35,Northeast,Premium
U37431,Other,60+,West,Free
U25070,Male,46-60,Northeast,Basic
U38366,Male,60+,South,Premium
U43597,Male,60+,Central,Premium
U25098,Female,36-45,West,Premium
U55558,Female,18-25,West,Premium
U54592,Female,46-60,Central,Free
U24830,Other,<18,North,Premium
U17094,Male,<18,West,Free
U37516,Male,36-45,Central,Basic
U18385,Male,18-25,Central,Premium
U37002,Female,<18,Northeast,Free
U37116,Other,26-35,Central,Free
U10313,Other,46-60,South,Free
U12365,Male,26-35,North,Free
U37467,Female,<18,East,Basic
U22770,Female,36-45,South,Premium
U24528,Female,<18,Northeast,Basic
U14683,Other,46-60,West,Basic
U59724,Male,<18,North,Premium
U47100,Female,46-60,West,Premium
U44862,Other,26-35,Pan-India,Free
U20495,Female,36-45,Pan-India,Basic
U29646,Male,36-45,Northeast,Premium
U22429,Other,46-60,Central,Free
U16186,Other,<18,South,Free
U31087,Female,<18,South,Free
U23796,Male,60+,Pan-India,Premium
U59622,Female,26-35,North,Basic
U56688,Male,60+,South,Free
U49849,Male,46-60,North,Premium
U10535,Male,36-45,West,Basic
U21530,Other,18-25,Pan-India,Free
U29727,Other,46-60,North,Basic
U40551,Other,18-25,South,Basic
U38710,Other,26-35,West,Premium
U12029,Male,36-45,Northeast,Premium
U59561,Other,18-25,East,Free
U52840,Other,60+,South,Basic
U18484,Female,60+,South,Premium
U53556,Female,26-35,East,Premium
U21024,Female,36-45,West,Free
U30323,Female,26-35,Central,Premium
U44522,Other,60+,Central,Basic
U29358,Male,18-25,East,Premium
U14692,Female,36-45,East,Free
U46637,Male,26-35,North,Premium
U10039,Other,36-45,West,Premium
U21401,Male,46-60,Pan-India,Free
U24291,Male,18-25,Northeast,Free
U52352,Other,<18,North,Free
U18749,Female,36-45,North,Basic
U56709,Male,<18,North,Free
U24735,Male,60+,East,Free
U35314,Female,<18,West,Free
U16171,Other,26-35,East,Basic
U25616,Male,46-60,North,Basic
U39057,Male,60+,Northeast,Free
U19927,Other,18-25,West,Basic
U36124,Female,60+,West,Free
U43695,Other,60+,East,Free
U37338,Other,26-35,Central,Premium
U56743,Male,18-25,East,Premium
U28677,Female,18-25,South,Premium
U59714,Other,<18,East,Free
U28427,Female,60+,South,Premium
U18584,Male,18-25,Pan-India,Premium
U55898,Female,36-45,Northeast,Basic
U26298,Male,60+,Pan-India,Basic
U14736,Male,46-60,West,Basic
U25020,Female,60+,Northeast,Premium
U24294,Male,60+,Central,Basic
U24323,Male,60+,South,Free
U50492,Male,<18,East,Free
U42411,Male,26-35,Central,Premium
U42732,Male,26-35,Northeast,Premium
U58757,Female,<18,East,Free
U53073,Other,36-45,West,Basic
U25024,Male,36-45,North,Free
U57981,Other,46-60,South,Premium
U18643,Other,46-60,Northeast,Free
U29208,Other,36-45,North,Basic
U14324,Male,18-25,East,Premium
U40981,Male,46-60,West,Premium
U37987,Female,18-25,East,Basic
U24509,Male,<18,Central,Free
